person_id,field,old_value,new_value
P000105,marriage_status_norm,,Вдов
P000105,origin_place_norm,,Черниговская губерния
P000106,marriage_status_norm,,Женат на родине
P000106,origin_place_norm,,Курская губерния
P000107,marriage_status_norm,,Женат на родине
P000107,occupation_norm,,Чернорабочий
P000107,origin_place_norm,,Подольская губерния
P000108,marriage_status_norm,,Женат на родине
P000108,origin_place_norm,,Подольская губерния
P000109,age_months,,11
P000109,comments,11 месяцев,
P000109,origin_place_norm,,На Сахалине
P000110,marriage_status_norm,,Холост
P000110,occupation_norm,,Слесарь
P000110,origin_place_norm,,Архангельская губерния
P000111,marriage_status_norm,,Холост
P000111,occupation_norm,,Надзиратель
P000111,origin_place_norm,,Приморская область
P000112,marriage_status_norm,,Вдов
P000112,origin_place_norm,,Елисаветпольская губерния
P000113,marriage_status_norm,,Холост
P000113,origin_place_norm,,Астраханская губерния
P000114,marriage_status_norm,,Холост
P000114,origin_place_norm,,Ломжинская губерния
P000115,living_alone_status,,Одинок
P000115,marriage_status_norm,,Женат на родине
P000115,origin_place_norm,,Рязанская губерния
P000116,marriage_status_norm,,Женат на родине
P000116,origin_place_norm,,Витебская губерния
P000117,marriage_status_norm,,Женат на родине
P000117,origin_place_norm,,Уфимская губерния
P000118,marriage_status_norm,,Вдов
P000118,origin_place_norm,,Симбирская губерния
P000119,marriage_status_norm,,Холост
P000119,occupation_norm,,Чернорабочий
P000119,origin_place_norm,,Херсонская губерния
P000120,living_alone_status,,Одинок
P000120,marriage_status_norm,,Женат на родине
P000120,origin_place_norm,,Полтавская губерния
P000121,living_alone_status,,Одинок
P000121,marriage_status_norm,,Женат на родине
P000121,origin_place_norm,,Калужская губерния
P000122,marriage_status_norm,,Холост
P000122,origin_place_norm,,Витебская губерния
P000123,marriage_status_norm,,Женат на родине
P000123,origin_place_norm,,Рязанская губерния
P000124,living_alone_status,,Одинок
P000124,marriage_status_norm,,Женат на родине
P000124,occupation_norm,,Сторож
P000124,origin_place_norm,,Бакинская губерния
P000125,marriage_status_norm,,Холост
P000125,occupation_norm,,Телеграфист
P000125,origin_place_norm,,Пензенская губерния
P000126,living_alone_status,,Одинок
P000126,marriage_status_norm,,Женат на родине
P000126,occupation_norm,,Сторож
P000126,origin_place_norm,,Саратовская губерния
P000127,marriage_status_norm,,Вдов
P000127,origin_place_norm,,Харьковская губерния
P000128,living_alone_status,,Одинок
P000128,marriage_status_norm,,Женат на родине
P000128,occupation_norm,,Дегтярь
P000128,origin_place_norm,,Бессарабская губерния
P000129,age,3,37
P000129,marriage_status_norm,,Женат на родине
P000129,occupation_norm,,Сторож
P000129,origin_place_norm,,Великое княжество Финляндское
P000130,marriage_status_norm,,Женат на родине
P000130,origin_place_norm,,Великое княжество Финляндское
P000131,marriage_status_norm,,Холост
P000131,occupation_norm,,Сторож
P000131,origin_place_norm,,Новгородская губерния
P000132,marriage_status_norm,,Вдов
P000132,occupation_norm,,Сторож
P000132,origin_place_norm,,Самарская губерния
P000133,living_alone_status,,Одинок
P000133,marriage_status_norm,,Женат на родине
P000133,occupation_norm,,Сторож
P000133,origin_place_norm,,Самарская губерния
P000134,living_alone_status,,Одинок
P000134,marriage_status_norm,,Женат на родине
P000134,occupation_norm,,Ловит шримсов
P000134,origin_place_norm,,Воронежская губерния
P000135,comments,Анастасия Савельева 49. Алекс. Савельев 48. Ярцев 43. Родилось мужчин 34 женщин 26. Умерло мужчин 69 женщин 13,
P000135,living_alone_status,,Одинок
P000135,marriage_status_norm,,Женат на родине
P000135,occupation_norm,,Перевозчик
P000136,marriage_status_norm,,Холост
P000136,occupation_norm,,Дровотаск
P000136,origin_place_norm,,Петроковская губерния
P000137,living_alone_status,,Одинок
P000137,marriage_status_norm,,Холост
P000137,origin_place_norm,,Волынская губерния
P000138,living_alone_status,,Одинок
P000138,marriage_status_norm,,Холост
P000138,occupation_norm,,Хлебопек
P000138,origin_place_norm,,Казанская губерния
P000139,living_alone_status,,Одинок
P000139,marriage_status_norm,,Вдов
P000139,origin_place_norm,,Самарская губерния
P000140,marriage_status_norm,,Холост
P000140,occupation_norm,,Подмастерье у золотых дел мастера
P000140,origin_place_norm,,Тверская губерния
P000141,living_alone_status,,Одинок
P000141,marriage_status_norm,,Женат на родине
P000141,origin_place_norm,,Новгородская губерния
P000142,marriage_status_norm,,Холост
P000142,origin_place_norm,,Волынская губерния
P000143,living_alone_status,,Одинок
P000143,marriage_status_norm,,Вдов
P000143,origin_place_norm,,Тамбовская губерния
P000144,marriage_status_norm,,Вдов
P000144,occupation_norm,,Чернорабочий
P000144,origin_place_norm,,Симбирская губерния
P000145,marriage_status_norm,,Женат на родине
P000145,origin_place_norm,,Калишская губерния
P000146,marriage_status_norm,,Женат на родине
P000146,occupation_norm,,Торговля
P000146,origin_place_norm,,Калишская губерния
P000147,age_months,,24
P000147,origin_place_norm,,На Сахалине
P000148,marriage_status_norm,,Холост
P000148,occupation_norm,,Хлебопек
P000148,origin_place_norm,,Калишская губерния
P000149,marriage_status_norm,,Женат на родине
P000149,occupation_norm,,Торговля
P000149,origin_place_norm,,Дагестанская область
P000150,marriage_status_norm,,Вдов
P000150,origin_place_norm,,Елисаветпольская губерния
P000151,comments,212,
P000151,origin_place_norm,,В пути
P000152,comments,211,
P000152,origin_place_norm,,На Сахалине
P000153,comments,210,
P000153,origin_place_norm,,На Сахалине
P000154,living_alone_status,,Одинок
P000154,marriage_status_norm,,Женат на родине
P000154,origin_place_norm,,Саратовская губерния
P000155,marriage_status_norm,,Женат на Сахалине
P000155,occupation_norm,,Баня
P000155,origin_place_norm,,Витебская губерния
P000156,marriage_status_norm,,Женат на Сахалине
P000156,origin_place_norm,,Люблинская губерния
P000157,origin_place_norm,,Усть-Кара
P000158,origin_place_norm,,На Сахалине
P000159,origin_place_norm,,На Сахалине
P000160,origin_place_norm,,На Сахалине
P000161,age_months,,24
P000161,origin_place_norm,,На Сахалине
P000162,marriage_status_norm,,Холост
P000162,origin_place_norm,,Тульская губерния
P000163,living_alone_status,,Одинок
P000163,marriage_status_norm,,Вдов
P000163,origin_place_norm,,Иркутская губерния
P000164,marriage_status_norm,,Вдов
P000164,origin_place_norm,,Московская губерния
P000165,living_alone_status,,Одинок
P000165,marriage_status_norm,,Женат на родине
P000165,origin_place_norm,,Черниговская губерния
P000166,marriage_status_norm,,Женат на родине
P000166,origin_place_norm,,Бакинская губерния
P000167,marriage_status_norm,,Вдов
P000167,origin_place_norm,,Сыр-Дарьинская область
P000168,marriage_status_norm,,Женат на родине
P000168,origin_place_norm,,Санкт-Петербургская губерния
P000169,marriage_status_norm,,Женат на родине
P000169,occupation_norm,,Кровельщик
P000169,origin_place_norm,,Курская губерния
P000170,marriage_status_norm,,Холост
P000170,origin_place_norm,,Вятская губерния
P000171,living_alone_status,,Одинок
P000171,marriage_status_norm,,Женат на родине
P000171,origin_place_norm,,Владимирская губерния
P000172,marriage_status_norm,,Холост
P000172,occupation_norm,,Торговля
P000172,origin_place_norm,,Дагестанская область
P000173,marriage_status_norm,,Женат на родине
P000173,origin_place_norm,,Московская губерния
P000174,comments,209,
P000174,origin_place_norm,,На Сахалине
P000175,age_months,,24
P000175,comments,208,
P000175,origin_place_norm,,На Сахалине
P000176,age_months,,1
P000176,comments,1 месяц; 201,
P000176,origin_place_norm,,На Сахалине
P000177,marriage_status_norm,,Вдов
P000177,origin_place_norm,,Тамбовская губерния
P000178,marriage_status_norm,,Женат на родине
P000178,origin_place_norm,,Калужская губерния
P000179,marriage_status_norm,,Женат на родине
P000179,origin_place_norm,,Калужская губерния
P000180,origin_place_norm,,На Сахалине
P000181,origin_place_norm,,На Сахалине
P000182,origin_place_norm,,На Сахалине
P000183,origin_place_norm,,На Сахалине
P000184,marriage_status_norm,,Женат на родине
P000184,origin_place_norm,,Область Войска Донского
P000185,origin_place_norm,,В пути
P000186,age_months,,7
P000186,comments,7 месяцев,
P000186,origin_place_norm,,На Сахалине
P000187,marriage_status_norm,,Женат на родине
P000187,origin_place_norm,,Воронежская губерния
P000188,origin_place_norm,,На Сахалине
P000189,marriage_status_norm,,Холост
P000189,occupation_norm,,Механик
P000189,origin_place_norm,,Саратовская губерния
P000190,marriage_status_norm,,Холост
P000190,occupation_norm,,Земледелие
P000190,origin_place_norm,,Калужская губерния
P000191,comments,Муж в 3 Аркове,Муж в 3-ем Аркове
P000191,marriage_status_norm,,Женат на родине
P000191,origin_place_norm,,Варшавская губерния
P000192,marriage_status_norm,,Женат на родине
P000192,origin_place_norm,,Харьковская губерния
P000193,marriage_status_norm,,Вдов
P000193,origin_place_norm,,Подольская губерния
P000194,marriage_status_norm,,Женат на родине
P000194,origin_place_norm,,Варшавская губерния
P000195,marriage_status_norm,,Женат на родине
P000195,origin_place_norm,,Варшавская губерния
P000196,origin_place_norm,,На Сахалине
P000197,living_alone_status,,Одинок
P000197,marriage_status_norm,,Женат на родине
P000197,occupation_norm,,Писарь
P000197,origin_place_norm,,Ломжинская губерния
P000198,living_alone_status,,Одинок
P000198,marriage_status_norm,,Холост
P000198,origin_place_norm,,Петроковская губерния
P000199,marriage_status_norm,,Вдов
P000199,occupation_norm,,Чернорабочий
P000199,origin_place_norm,,Курская губерния
P000200,marriage_status_norm,,Женат на родине
P000200,occupation_norm,,Чернорабочий
P000200,origin_place_norm,,Тамбовская губерния
P000201,marriage_status_norm,,Женат на родине
P000201,origin_place_norm,,Тамбовская губерния
P000202,marriage_status_norm,,Холост
P000202,origin_place_norm,,Тамбовская губерния
P000203,marriage_status_norm,,Холост
P000203,origin_place_norm,,Черниговская губерния
P000204,marriage_status_norm,,Женат на родине
P000204,origin_place_norm,,Плоцкая губерния
P000205,age_months,,7
P000205,comments,7 месяцев; 206,
P000205,origin_place_norm,,На Сахалине
P000206,marriage_status_norm,,Женат на родине
P000206,origin_place_norm,,Владимирская губерния
P000207,marriage_status_norm,,Вдов
P000207,origin_place_norm,,Нижегородская губерния
P000208,comments,205,
P000208,origin_place_norm,,На Сахалине
P000209,marriage_status_norm,,Женат на родине
P000209,origin_place_norm,,Черниговская губерния
P000210,marriage_status_norm,,Женат на родине
P000210,origin_place_norm,,Черниговская губерния
P000211,marriage_status_norm,,Женат на родине
P000211,origin_place_norm,,Черниговская губерния
P000212,marriage_status_norm,,Женат на родине
P000212,origin_place_norm,,Черниговская губерния
P000213,living_alone_status,,Одинок
P000213,marriage_status_norm,,Холост
P000213,origin_place_norm,,Бессарабская губерния
P000214,marriage_status_norm,,Вдов
P000214,origin_place_norm,,Курская губерния
P000215,comments,204,
P000215,origin_place_norm,,В пути
P000216,origin_place_norm,,На Сахалине
P000217,origin_place_norm,,На Сахалине
P000218,age_months,,12
P000218,origin_place_norm,,На Сахалине
P000219,marriage_status_norm,,Вдов
P000219,occupation_norm,,Земледелие
P000219,origin_place_norm,,Московская губерния
P000220,marriage_status_norm,,Вдов
P000220,origin_place_norm,,Витебская губерния
P000221,marriage_status_norm,,Холост
P000221,occupation_norm,,Рабочий
P000221,origin_place_norm,,Люблинская губерния
P000222,marriage_status_norm,,Вдов
P000222,occupation_norm,,Чернорабочая
P000222,origin_place_norm,,Волынская губерния
P000223,marriage_status_norm,,Женат на родине
P000223,occupation_norm,,Торговля
P000223,origin_place_norm,,Минская губерния
P000224,marriage_status_norm,,Женат на родине
P000224,origin_place_norm,,Минская губерния
P000225,origin_place_norm,,На Сахалине
P000226,origin_place_norm,,На Сахалине
P000227,origin_place_norm,,На Сахалине
P000228,marriage_status_norm,,Женат на родине
P000228,origin_place_norm,,Эстляндская губерния
P000229,living_alone_status,,Одинок
P000229,marriage_status_norm,,Холост
P000229,origin_place_norm,,Тобольская губерния
P000230,marriage_status_norm,,Вдов
P000230,occupation_norm,,Писарь
P000230,origin_place_norm,,Московская губерния
P000231,marriage_status_norm,,Женат на родине
P000231,occupation_norm,,Печник
P000231,origin_place_norm,,Киевская губерния
P000232,living_alone_status,,Одинок
P000232,marriage_status_norm,,Холост
P000232,occupation_norm,,Чернорабочий
P000232,origin_place_norm,,Гродненская губерния
P000233,marriage_status_norm,,Женат на родине
P000233,occupation_norm,,Бондарь
P000233,origin_place_norm,,Смоленская губерния
P000234,marriage_status_norm,,Женат на родине
P000234,origin_place_norm,,Смоленская губерния
P000235,origin_place_norm,,На Сахалине
P000236,origin_place_norm,,На Сахалине
P000237,origin_place_norm,,На Сахалине
P000238,origin_place_norm,,На Сахалине
P000239,marriage_status_norm,,Холост
P000239,occupation_norm,,Булочник; Варит квас
P000239,origin_place_norm,,Московская губерния
P000240,marriage_status_norm,,Женат на родине
P000240,origin_place_norm,,Симбирская губерния
P000241,living_alone_status,,Одинок
P000241,marriage_status_norm,,Вдов
P000241,occupation_norm,,Сторож
P000241,origin_place_norm,,Курская губерния
P000242,marriage_status_norm,,Женат на Сахалине
P000242,origin_place_norm,,Тверская губерния
P000243,marriage_status_norm,,Женат на Сахалине
P000243,origin_place_norm,,Симбирская губерния
P000244,marriage_status_norm,,Вдов
P000244,origin_place_norm,,Московская губерния
P000245,age_months,,9
P000245,comments,9 месяцев,
P000245,origin_place_norm,,На Сахалине
P000246,marriage_status_norm,,Холост
P000246,origin_place_norm,,Кубанская область
P000247,marriage_status_norm,,Женат на родине
P000247,origin_place_norm,,Новгородская губерния
P000248,marriage_status_norm,,Холост
P000248,occupation_norm,,Портной
P000248,origin_place_norm,,Оренбургская губерния
P000249,marriage_status_norm,,Женат на родине
P000249,origin_place_norm,,Симбирская губерния
P000250,marriage_status_norm,,Холост
P000250,occupation_norm,,Портной
P000251,marriage_status_norm,,Холост
P000251,occupation_norm,,Старший надзиратель
P000251,origin_place_norm,,Иркутская губерния
P000252,comments,,Старший надзиратель на катере
P000252,marriage_status_norm,,Женат на родине
P000252,occupation_norm,,Старший надзиратель
P000252,origin_place_norm,,Воронежская губерния
P000253,marriage_status_norm,,Холост
P000253,origin_place_norm,,Херсонская губерния
P000254,marriage_status_norm,,Женат на Сахалине
P000254,occupation_norm,,Земледелие
P000254,origin_place_norm,,Бакинская губерния
P000255,marriage_status_norm,,Женат на Сахалине
P000255,origin_place_norm,,Бакинская губерния
P000256,marriage_status_norm,,Вдов
P000256,occupation_norm,,Моет полы
P000256,origin_place_norm,,Елисаветпольская губерния
P000257,marriage_status_norm,,Вдов
P000257,origin_place_norm,,Костромская губерния
P000258,comments,203,
P000258,origin_place_norm,,На Сахалине
P000259,age_months,,24
P000259,comments,202,
P000259,origin_place_norm,,На Сахалине
P000260,age_months,,11
P000260,comments,11 месяцев; 201,
P000260,origin_place_norm,,На Сахалине
P000261,marriage_status_norm,,Женат на родине
P000261,origin_place_norm,,Костромская губерния
P000262,origin_place_norm,,На Сахалине
P000263,marriage_status_norm,,Женат на Сахалине
P000263,occupation_norm,,Старший надзиратель
P000263,origin_place_norm,,Курская губерния
P000264,marriage_status_norm,,Женат на Сахалине
P000264,origin_place_norm,,На Сахалине
P000265,age_months,,24
P000265,origin_place_norm,,На Сахалине
P000266,marriage_status_norm,,Вдов
P000266,origin_place_norm,,Казанская губерния
P000267,marriage_status_norm,,Вдов
P000267,origin_place_norm,,Казанская губерния
P000268,age_months,,0
P000268,comments,3 недели; 200,3 недели;
P000268,origin_place_norm,,На Сахалине
P000269,marriage_status_norm,,Женат на Сахалине
P000269,occupation_norm,,Младший надзиратель
P000269,origin_place_norm,,Тульская губерния
P000270,marriage_status_norm,,Женат на Сахалине
P000270,origin_place_norm,,Тобольская губерния
P000271,marriage_status_norm,,Женат на родине
P000271,occupation_norm,,Рассыльный
P000271,origin_place_norm,,Витебская губерния
P000272,marriage_status_norm,,Женат на родине
P000272,origin_place_norm,,Витебская губерния
P000273,marriage_status_norm,,Женат на Сахалине
P000273,occupation_norm,,Мулла
P000273,origin_place_norm,,Дагестанская область
P000274,marriage_status_norm,,Женат на Сахалине
P000274,origin_place_norm,,Бухарский эмират
P000275,marriage_status_norm,,Холост
P000275,occupation_norm,,Банщик
P000275,origin_place_norm,,Тамбовская губерния
P000276,marriage_status_norm,,Вдов
P000276,origin_place_norm,,Саратовская губерния
P000277,living_alone_status,,Одинок
P000277,marriage_status_norm,,Холост
P000277,origin_place_norm,,Нижегородская губерния
P000278,marriage_status_norm,,Вдов
P000278,origin_place_norm,,Рязанская губерния
P000279,comments,199,
P000279,origin_place_norm,,На Сахалине
P000280,marriage_status_norm,,Женат на родине
P000280,occupation_norm,,Старший надзиратель
P000281,marriage_status_norm,,Женат на родине
P000281,origin_place_norm,,Херсонская губерния
P000282,marriage_status_norm,,Женат на родине
P000282,origin_place_norm,,Херсонская губерния
P000283,origin_place_norm,,В пути
P000284,origin_place_norm,,На Сахалине
P000285,origin_place_norm,,На Сахалине
P000286,marriage_status_norm,,Холост
P000286,occupation_norm,,Писарь
